"name","assignment","length","begin","end","species","species.score","type","type.support","subtype","subtype.support"
"India|NA|MZ277503|1944_Puducherry_India_2018|Dengue_2|E|External|2018-12-24|2018.97808219178","Unassigned",1484,937,2420,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"India|NA|MZ277504|1942_Telangana_India_2018|Dengue_2|E|External|2018-09-12|2018.69589041096","Unassigned",1484,937,2420,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"India|NA|MZ277505|192396_Maharashtra_2019|Dengue_2|E|External|2019-07-22|2019.55342465753","Unassigned",1484,937,2420,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"India|NA|MZ277506|192355_Maharashtra_2019|Dengue_2|E|External|2019-06-25|2019.47945205479","Unassigned",1484,937,2420,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"India|NA|MZ277507|1849933_Maharashtra_India_2018|Dengue_2|E|External|2018-10-16|2018.78904109589","Unassigned",1484,937,2420,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"India|NA|MZ277508|1849386_Maharashtra_India_2018|Dengue_2|E|External|2018-09-03|2018.67123287671","Unassigned",1484,937,2420,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"India|NA|MZ277509|1849205_Maharashtra_India_2018|Dengue_2|E|External|2018-08-12|2018.61095890411","Unassigned",1484,937,2420,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"India|NA|MZ277510|1849086_Maharashtra_India_2018|Dengue_2|E|External|2018-08-01|2018.58082191781","Unassigned",1484,937,2420,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"India|NA|MZ277511|1849072_Maharashtra_India_2018|Dengue_2|E|External|2018-07-28|2018.5698630137","Unassigned",1484,937,2420,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"India|NA|MZ277512|1849029_Maharashtra_India_2018|Dengue_2|E|External|2018-07-23|2018.55616438356","Unassigned",1484,937,2420,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"India|NA|MZ277513|1848903_Maharashtra_India_2018|Dengue_2|E|External|2018-07-31|2018.57808219178","Unassigned",1484,937,2420,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"India|NA|MZ277514|1848441_Maharashtra_India_2018|Dengue_2|E|External|2018-06-25|2018.47945205479","Unassigned",1484,937,2420,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"India|NA|MZ277515|18101_Jharkhand_India_2018|Dengue_2|E|External|2018-06-25|2018.47945205479","Unassigned",1484,937,2420,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"India|NA|MZ277516|176_Rajasthan_India_2018|Dengue_2|E|External|2018-11-29|2018.9095890411","Unassigned",1484,937,2420,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"India|NA|MZ277517|1679-Himachal_Pradesh_India_2018|Dengue_2|E|External|2018-10-26|2018.81643835616","2II",1484,937,2420,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"India|NA|MZ277518|1671_West_Bengal_India_2018|Dengue_2|E|External|2018-09-28|2018.7397260274","Unassigned",1484,937,2420,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"India|NA|MZ277519|1542_West_Bengal_India_2018|Dengue_2|E|External|2018-09-25|2018.73150684932","Unassigned",1484,937,2420,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"India|NA|MZ277520|15333_Jharkhand_India_2018|Dengue_2|E|External|2018-06-12|2018.44383561644","Unassigned",1484,937,2420,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"India|NA|MZ277521|15256_Jharkhand_India_2018|Dengue_2|E|External|2018-06-12|2018.44383561644","Unassigned",1484,937,2420,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"India|NA|MZ277522|15141_Jharkhand_India_2018|Dengue_2|E|External|2018-06-12|2018.44383561644","Unassigned",1484,937,2420,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"India|NA|MZ277523|15019_Jharkhand_India_2018|Dengue_2|E|External|2018-06-12|2018.44383561644","Unassigned",1484,937,2420,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"India|NA|MZ277524|14977_Jharkhand_India_2018|Dengue_2|E|External|2018-04-25|2018.31232876712","2II",1484,937,2420,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"India|NA|MZ277525|1484_Puducherry_India_2018|Dengue_2|E|External|2018-11-09|2018.85479452055","Unassigned",1484,937,2420,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"India|NA|MZ277526|14799_Jharkhand_India_2018|Dengue_2|E|External|2018-04-25|2018.31232876712","Unassigned",1484,937,2420,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"India|NA|MZ277527|14441_Jharkhand_India_2018|Dengue_2|E|External|2018-04-25|2018.31232876712","Unassigned",1484,937,2420,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"India|NA|MZ277528|1436_Himachal_Pradesh_India_2018|Dengue_2|E|External|2018-10-09|2018.7698630137","Unassigned",1484,937,2420,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"India|NA|MZ277529|14162_Jharkhand_India_2018|Dengue_2|E|External|2018-02-25|2018.15068493151","Unassigned",1484,937,2420,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"India|NA|MZ277530|1413_Himachal_Pradesh_India_India_2018|Dengue_2|E|External|2018-10-06|2018.76164383562","Unassigned",1484,937,2420,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"India|NA|MZ277531|1244_West_Bengal_India_2018|Dengue_2|E|External|2018-09-13|2018.69863013699","Unassigned",1484,937,2420,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"India|NA|MZ277532|1139_Bengaluru_India_2018|Dengue_2|E|External|2018-06-26|2018.48219178082","Unassigned",1484,937,2420,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"China|NA|OM403100|DENV-2|Dengue_2|E|External|2020-08-20|2020.63287671233","Unassigned",906,2422,3327,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype VI - Sylvatic",NA,NA,NA
"China|Guangzhou|OM349569|19XN50989L_D2|Dengue_2|WG|External|2019-09-25|2019.73150684932","2II",9848,8,9855,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"China|Guangzhou|OM368351|19XN23153_D2|Dengue_2|WG|External|2019-09-16|2019.70684931507","2II",10624,8,10631,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"China|Guangzhou|OM368352|19XN13236_D2|Dengue_2|WG|External|2018-05-17|2018.37260273973","Unassigned",10654,8,10662,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"Indonesia|Jambi|OL960211|D2/IDN_Jambi_102/2016|Dengue_2|E|External|2016-11-21|2016.88767123288","2II",1485,937,2421,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"China|NA|MZ452990|1-93|Dengue_2|E|External|2019-06-15|2019.45205479452","2II",2325,97,2421,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"China|NA|MZ452991|6|Dengue_2|E|External|2019-06-15|2019.45205479452","2II",2325,97,2421,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"China|NA|MZ452992|9a|Dengue_2|E|External|2019-06-15|2019.45205479452","Unassigned",2325,97,2421,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"China|NA|MZ452993|10|Dengue_2|E|External|2019-06-15|2019.45205479452","2II",2325,97,2421,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"China|NA|MZ452994|20|Dengue_2|E|External|2019-06-15|2019.45205479452","2II",2325,97,2421,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"China|NA|MZ452995|50|Dengue_2|E|External|2019-06-15|2019.45205479452","Unassigned",2325,97,2421,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"China|NA|MZ452996|71|Dengue_2|E|External|2019-06-15|2019.45205479452","2II",2325,97,2421,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"China|NA|MZ453006|DF11|Dengue_2|WG|External|2019-06-15|2019.45205479452","2II",10176,97,10272,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"China|NA|MZ453007|DF15|Dengue_2|WG|External|2019-06-15|2019.45205479452","2V",10176,97,10272,"Dengue virus type 2",NA,"DENV-2 Genotype V - Asian I",74,NA,NA
"China|NA|MZ453008|DFF11|Dengue_2|WG|External|2019-06-15|2019.45205479452","2II",10176,97,10272,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"China|NA|MZ453009|SD9|Dengue_2|WG|External|2019-06-15|2019.45205479452","2II",10176,97,10272,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"China|NA|MZ453010|SD92|Dengue_2|WG|External|2019-06-15|2019.45205479452","2II",10176,97,10272,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"China|NA|MZ453011|SD_106|Dengue_2|WG|External|2019-06-15|2019.45205479452","2II",10176,97,10272,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"India|NA|MW192875|S9|Dengue_2|E|External|2016-07-15|2016.53424657534","Unassigned",1126,3372,4497,"Dengue virus type 2",NA,"Could not assign",NA,NA,NA
"India|NA|MW192876|S15|Dengue_2|E|External|2016-07-15|2016.53424657534","Unassigned",1126,3372,4497,"Dengue virus type 2",NA,"Could not assign",NA,NA,NA
"India|NA|MW192877|5845|Dengue_2|E|External|2017-07-15|2017.53424657534","Unassigned",1126,3372,4497,"Dengue virus type 2",NA,"Could not assign",NA,NA,NA
"India|NA|MW192878|5366|Dengue_2|E|External|2017-07-15|2017.53424657534","Unassigned",1126,3372,4497,"Dengue virus type 2",NA,"Could not assign",NA,NA,NA
"India|NA|MW192908|5845|Dengue_2|E|External|2017-07-15|2017.53424657534","Unassigned",1011,1,1011,"Dengue virus type 2",NA,"Could not assign",NA,NA,NA
"India|NA|MW192909|5366|Dengue_2|E|External|2017-07-15|2017.53424657534","Unassigned",1011,1,1011,"Dengue virus type 2",NA,"Could not assign",NA,NA,NA
"India|NA|OL444951|2DR|Dengue_2|E|External|2016-08-19|2016.6301369863","Unassigned",510,1316,1825,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"India|NA|OL444975|3DR|Dengue_2|E|External|2016-08-19|2016.6301369863","Unassigned",518,1899,2416,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"India|NA|OL445422|1DR|Dengue_2|E|External|2016-08-19|2016.6301369863","Unassigned",239,1037,1275,"Dengue virus type 2",NA,"Could not assign",NA,NA,NA
"India|NA|OL440937|1DF|Dengue_2|E|External|2016-08-19|2016.6301369863","Unassigned",429,938,1366,"Dengue virus type 2",NA,"Could not assign",NA,NA,NA
"India|NA|OL441604|2DF|Dengue_2|E|External|2016-08-19|2016.6301369863","Unassigned",609,1304,1912,"Dengue virus type 2",NA,"Could not assign",NA,NA,NA
"India|NA|OL441842|3DF|Dengue_2|E|External|2016-08-19|2016.6301369863","Unassigned",541,1962,2502,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"India|NA|OL442099|3DF|Dengue_2|E|External|2016-08-19|2016.6301369863","Unassigned",380,2018,2397,"Dengue virus type 2",NA,"Related to but not part of DENV-2 Genotype II - Cosmopolitan",NA,NA,NA
"Cambodia|NA|OL435143|109-358|Dengue_2|WG|External|2020-08-15|2020.61917808219","2II",10464,126,10589,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Cambodia|NA|OL414717|100-0430_2019-07-02|Dengue_2|WG|External|2019-07-15|2019.53424657534","2II",10689,14,10702,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Cambodia|NA|OL414718|100-0160_2019-07-29|Dengue_2|WG|External|2019-07-15|2019.53424657534","2II",10572,57,10629,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Cambodia|NA|OL414719|100-0156_2019-07-25|Dengue_2|WG|External|2019-07-15|2019.53424657534","2V",10572,57,10630,"Dengue virus type 2",NA,"DENV-2 Genotype V - Asian I",100,NA,NA
"Cambodia|NA|OL414720|100-0068_2019-07-25|Dengue_2|WG|External|2019-07-15|2019.53424657534","2V",10573,57,10631,"Dengue virus type 2",NA,"DENV-2 Genotype V - Asian I",100,NA,NA
"Cambodia|NA|OL414721|100-0067_2019-07-25|Dengue_2|WG|External|2019-07-15|2019.53424657534","2V",10573,57,10631,"Dengue virus type 2",NA,"DENV-2 Genotype V - Asian I",100,NA,NA
"Cambodia|NA|OL414722|109-0093_2019-08-22|Dengue_2|WG|External|2019-08-15|2019.61917808219","2II",10572,57,10628,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Cambodia|NA|OL414723|109-0087_2019-08-21|Dengue_2|WG|External|2019-08-15|2019.61917808219","2II",10572,57,10628,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Cambodia|NA|OL414724|109-0086_2019-08-21|Dengue_2|WG|External|2019-08-15|2019.61917808219","2II",10572,57,10629,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Cambodia|NA|OL414725|109-0059_2019-08-09|Dengue_2|WG|External|2019-08-15|2019.61917808219","2II",10671,14,10684,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Cambodia|NA|OL414726|109-0053_2019-08-07|Dengue_2|WG|External|2019-08-15|2019.61917808219","2II",10572,57,10629,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Cambodia|NA|OL414727|109-0049_2019-08-06|Dengue_2|WG|External|2019-08-15|2019.61917808219","2II",10572,57,10629,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Cambodia|NA|OL414728|109-0023_2019-07-29|Dengue_2|WG|External|2019-07-15|2019.53424657534","2V",10713,5,10717,"Dengue virus type 2",NA,"DENV-2 Genotype V - Asian I",100,NA,NA
"Cambodia|NA|OL414729|109-0019_2019-07-26|Dengue_2|WG|External|2019-07-15|2019.53424657534","2V",10636,18,10653,"Dengue virus type 2",NA,"DENV-2 Genotype V - Asian I",100,NA,NA
"Cambodia|NA|OL414730|109-0003_2019-07-24|Dengue_2|WG|External|2019-07-15|2019.53424657534","2II",10687,17,10703,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Cambodia|NA|OL414731|109-0389_2020-09-04|Dengue_2|WG|External|2020-09-15|2020.70410958904","2II",10694,10,10703,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Cambodia|NA|OL414732|109-0376_2020-08-28|Dengue_2|WG|External|2020-08-15|2020.61917808219","2II",10642,64,10705,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Cambodia|NA|OL414733|109-0350_2020-08-10|Dengue_2|WG|External|2020-08-15|2020.61917808219","2II",10695,9,10703,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Cambodia|NA|OL414734|109-0298_2020-06-30|Dengue_2|WG|External|2020-06-15|2020.45205479452","2V",10568,57,10625,"Dengue virus type 2",NA,"DENV-2 Genotype V - Asian I",100,NA,NA
"Cambodia|NA|OL414735|109-0295_2020-06-18|Dengue_2|WG|External|2020-06-15|2020.45205479452","2V",10620,24,10644,"Dengue virus type 2",NA,"DENV-2 Genotype V - Asian I",100,NA,NA
"Cambodia|NA|OL414736|109-0294_2020-06-17|Dengue_2|WG|External|2020-06-15|2020.45205479452","2II",10600,21,10620,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Cambodia|NA|OL414737|100-0477_2019-06-20|Dengue_2|WG|External|2019-06-15|2019.45205479452","2II",10572,57,10629,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Cambodia|NA|OL414738|100-0428_2019-07-19|Dengue_2|WG|External|2019-06-15|2019.45205479452","2II",10572,57,10628,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Cambodia|NA|OL414739|100-0427_2019-07-23|Dengue_2|WG|External|2019-07-15|2019.53424657534","2II",10572,57,10628,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Cambodia|NA|OL414740|100-0405_2019-06-27|Dengue_2|WG|External|2019-06-15|2019.45205479452","2II",10572,57,10628,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Cambodia|NA|OL414741|100-0277_2019-07-23|Dengue_2|WG|External|2019-07-15|2019.53424657534","2II",10572,57,10629,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Cambodia|NA|OL414742|100-0153_2019-06-23|Dengue_2|WG|External|2019-06-15|2019.45205479452","2II",10572,57,10628,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Cambodia|NA|OL414743|100-0072_2019-04-04|Dengue_2|WG|External|2019-05-15|2019.36712328767","2V",10573,57,10631,"Dengue virus type 2",NA,"DENV-2 Genotype V - Asian I",100,NA,NA
"Cambodia|NA|OL414744|100-0039_2019-07-15|Dengue_2|WG|External|2019-07-15|2019.53424657534","2V",10573,57,10631,"Dengue virus type 2",NA,"DENV-2 Genotype V - Asian I",100,NA,NA
"Cambodia|NA|OL414745|109-0045_2019-08-06|Dengue_2|WG|External|2019-08-15|2019.61917808219","2II",10572,57,10628,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Cambodia|NA|OL414746|109-0292_2020-06-16|Dengue_2|WG|External|2020-06-15|2020.45205479452","2II",10569,57,10625,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Cambodia|NA|OL414747|100-0034_2019-08-20|Dengue_2|WG|External|2019-08-15|2019.61917808219","2II",10572,57,10629,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Cambodia|NA|OL414749|109-0293_2020-06-17|Dengue_2|WG|External|2020-06-15|2020.45205479452","2II",10608,14,10621,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Cambodia|NA|OL414750|109-0304_2020-07-05|Dengue_2|WG|External|2020-07-15|2020.53424657534","2II",10693,11,10703,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Cambodia|NA|OL414751|109-0318_2020-07-14|Dengue_2|WG|External|2020-07-15|2020.53424657534","2II",10713,9,10721,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Cambodia|NA|OL414752|109-0334_2020-07-29|Dengue_2|WG|External|2020-07-15|2020.53424657534","2II",10714,1,10703,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Cambodia|NA|OL414753|109-0352_2020-08-09|Dengue_2|WG|External|2020-08-15|2020.61917808219","2II",10693,11,10703,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Cambodia|NA|OL414754|109-0353_2020-08-10|Dengue_2|WG|External|2020-08-15|2020.61917808219","2II",10691,13,10703,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Cambodia|NA|OL414755|109-0363_2020-08-13|Dengue_2|WG|External|2020-08-15|2020.61917808219","2II",10100,526,10625,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Cambodia|NA|OL414756|109-0377_2020-08-29|Dengue_2|WG|External|2020-08-15|2020.61917808219","2II",10696,9,10704,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Cambodia|NA|OL414757|109-0384_2020-09-01|Dengue_2|WG|External|2020-09-15|2020.70410958904","2II",10711,9,10719,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Cambodia|NA|OL414758|109-0408_2020-09-23|Dengue_2|WG|External|2020-09-15|2020.70410958904","2II",10623,13,10635,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Cambodia|NA|OL414759|100-0432_2019-06-28|Dengue_2|WG|External|2019-06-15|2019.45205479452","2II",10695,9,10703,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Cambodia|NA|OL414760|100-0215_2019-08-16|Dengue_2|WG|External|2019-08-15|2019.61917808219","2II",10674,15,10688,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Cambodia|NA|OL414761|109-0020_2019-07-26|Dengue_2|WG|External|2019-08-15|2019.61917808219","2V",10675,29,10704,"Dengue virus type 2",NA,"DENV-2 Genotype V - Asian I",100,NA,NA
"Cambodia|NA|OL414762|109-0001_2019-07-23|Dengue_2|WG|External|2019-07-15|2019.53424657534","2II",10569,57,10625,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Cambodia|NA|OL414763|109-0039_2019-08-02|Dengue_2|WG|External|2019-08-15|2019.61917808219","2II",10695,10,10704,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Cambodia|NA|OL414764|109-0372_2020-08-27|Dengue_2|WG|External|2020-08-15|2020.61917808219","2II",10638,64,10701,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Cambodia|NA|OL414765|109-0349_2020-08-10|Dengue_2|WG|External|2020-08-15|2020.61917808219","2II",10322,267,10588,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Cambodia|NA|OL420733|109-0008|Dengue_2|WG|External|2019-07-15|2019.53424657534","2II",10703,1,10704,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Cambodia|NA|OL412740|100-0670_2019-07-30|Dengue_2|WG|External|2019-07-15|2019.53424657534","2II",10697,10,10706,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Sri_Lanka|NA|MN602605|N-189/Sri/2017|Dengue_2|E|External|2017-11-15|2017.87123287671","2II",1485,937,2421,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"China|NA|OK559627|guangzhou2019-4|Dengue_2|WG|External|2019-09-26|2019.73424657534","2II",10714,11,10723,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Sri_Lanka|NA|MN577545|CSF1|Dengue_2|WG|External|2017-06-15|2017.45205479452","2II",10176,97,10272,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Sri_Lanka|NA|MN577546|CSF4|Dengue_2|WG|External|2017-08-15|2017.61917808219","2II",10176,97,10272,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Sri_Lanka|NA|MN577547|N-252|Dengue_2|WG|External|2017-06-15|2017.45205479452","2II",10176,97,10272,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Sri_Lanka|NA|MN577548|N-256|Dengue_2|WG|External|2017-07-15|2017.53424657534","2II",10176,97,10272,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Sri_Lanka|NA|MN577549|N-257|Dengue_2|WG|External|2017-08-15|2017.61917808219","2II",10176,97,10272,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Thailand|Bangkok|MZ636761|DV2A-PW12|Dengue_2|E|External|2018-11-25|2018.89863013699","2V",1485,937,2421,"Dengue virus type 2",NA,"DENV-2 Genotype V - Asian I",100,NA,NA
"Thailand|Bangkok|MZ636762|DV2A-PW14|Dengue_2|E|External|2018-12-01|2018.91506849315","2V",1485,937,2421,"Dengue virus type 2",NA,"DENV-2 Genotype V - Asian I",100,NA,NA
"Thailand|Bangkok|MZ636763|DV2C-TM18-14|Dengue_2|E|External|2018-05-14|2018.36438356164","2II",1485,937,2421,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Thailand|Bangkok|MZ636764|DV2C-TM18-15|Dengue_2|E|External|2018-05-21|2018.38356164384","2II",1485,937,2421,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Thailand|Bangkok|MZ636765|DV2C-TM18-16|Dengue_2|E|External|2018-05-22|2018.38630136986","2II",1485,937,2421,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Thailand|Bangkok|MZ636766|DV2C-TM18-33|Dengue_2|E|External|2018-07-05|2018.50684931507","2II",1485,937,2421,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Thailand|Bangkok|MZ636767|DV2C-TM18-36|Dengue_2|E|External|2018-07-13|2018.52876712329","2II",1485,937,2421,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Thailand|Bangkok|MZ636768|DV2C-TM18-47|Dengue_2|E|External|2018-08-13|2018.61369863014","2II",1485,937,2421,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
"Thailand|Bangkok|MZ636769|DV2A-TM18-66|Dengue_2|E|External|2018-09-17|2018.7095890411","2V",1485,937,2421,"Dengue virus type 2",NA,"DENV-2 Genotype V - Asian I",100,NA,NA
"Thailand|Bangkok|MZ636770|DV2C-TM18-86|Dengue_2|E|External|2018-11-16|2018.87397260274","2II",1485,937,2421,"Dengue virus type 2",NA,"DENV-2 Genotype II - Cosmopolitan",100,NA,NA
